Team1,Team2,Score1,Score2,Date/Time
Malaysia,Syria,4,1,2009-12-30 13:45:00
China,Jordan,2,2,2009-12-30 12:30:00
Egypt,Malawi,1,1,2009-12-29 18:00:00
Thailand,Zimbabwe,3,0,2009-12-29 12:30:00
Saudi Arabia,Romania,3,2,2009-12-28 15:35:00
Qatar,Iran,3,2,2009-12-28 15:30:00
Singapore,Oman,0,0,2009-12-28 12:30:00
Mali,North Korea,0,1,2009-12-27 15:30:00
Cyprus,Bolivia,3,3,2009-12-23 15:00:00
Vietnam,Malaysia,0,1,2009-12-17 11:00:00
Singapore,Laos,3,1,2009-12-17 09:00:00
Kuwait,United Arab Emirates,0,0,2009-12-16 15:50:00
Bulgaria,Bolivia,2,0,2009-12-15 13:00:00
Nigeria,Argentina,3,2,2009-12-15 13:00:00
Laos,Malaysia,1,3,2009-12-14 13:00:00
Vietnam,Singapore,4,1,2009-12-14 12:00:00
Rwanda,Uganda,0,2,2009-12-13 15:00:00
India,Maldives,1,0,2009-12-13 13:00:00
Bangladesh,India,0,1,2009-12-11 13:30:00
Maldives,Sri Lanka,5,1,2009-12-11 10:00:00
Cambodia,Vietnam,1,6,2009-12-11 09:00:00
Malaysia,Thailand,2,1,2009-12-11 09:00:00
Rwanda,Tanzania,2,1,2009-12-10 15:00:00
Laos,Singapore,0,0,2009-12-10 11:45:00
Japan,South Korea,2,1,2009-12-10 09:00:00
Myanmar,Indonesia,3,1,2009-12-10 09:00:00
Maldives,India,2,0,2009-12-09 13:00:00
Afghanistan,Nepal,0,3,2009-12-09 10:00:00
Rwanda,Zimbabwe,4,1,2009-12-08 14:00:00
Bangladesh,Sri Lanka,2,1,2009-12-08 13:00:00
Tanzania,Eritrea,4,0,2009-12-08 13:00:00
Hong Kong,China,0,1,2009-12-08 12:00:00
Cambodia,Malaysia,0,4,2009-12-08 11:45:00
Pakistan,Bhutan,7,0,2009-12-08 10:00:00
India,Nepal,1,0,2009-12-07 13:00:00
Kenya,Uganda,0,1,2009-12-07 12:00:00
Afghanistan,Maldives,1,3,2009-12-07 10:05:00
Myanmar,Singapore,1,2,2009-12-07 09:00:00
Indonesia,Laos,0,2,2009-12-07 00:00:00
Bangladesh,Pakistan,0,0,2009-12-06 12:00:00
South Korea,China,3,0,2009-12-06 12:00:00
Sri Lanka,Bhutan,6,0,2009-12-06 10:00:00
Vietnam,Malaysia,3,1,2009-12-06 09:00:00
Zimbabwe,Rwanda,0,1,2009-12-05 14:00:00
India,Afghanistan,1,0,2009-12-05 13:00:00
Eritrea,Somalia,3,1,2009-12-05 12:00:00
Laos,Myanmar,1,1,2009-12-05 11:45:00
Maldives,Nepal,1,1,2009-12-05 10:00:00
Singapore,Indonesia,2,2,2009-12-05 09:00:00
Kenya,Ethiopia,2,0,2009-12-04 14:00:00
Bangladesh,Bhutan,4,1,2009-12-04 13:00:00
Burundi,Tanzania,0,1,2009-12-04 12:00:00
Zambia,Djibouti,6,0,2009-12-04 12:00:00
Sri Lanka,Pakistan,1,0,2009-12-04 10:00:00
Zimbabwe,Somalia,2,0,2009-12-03 14:00:00
Rwanda,Eritrea,2,1,2009-12-03 12:00:00
Burundi,Uganda,0,2,2009-12-02 14:00:00
Kenya,Djibouti,2,0,2009-12-02 14:00:00
Zambia,Ethiopia,1,0,2009-12-02 12:00:00
Eritrea,Zimbabwe,0,0,2009-12-01 14:00:00
Ethiopia,Djibouti,5,0,2009-11-30 14:00:00
Somalia,Rwanda,0,1,2009-11-29 00:00:00
Uganda,Tanzania,2,0,2009-11-29 00:00:00
Kenya,Zambia,0,2,2009-11-28 00:00:00
Malaysia,Maldives,0,1,2009-11-26 10:30:00
Zambia,North Korea,4,1,2009-11-21 14:00:00
Honduras,Peru,1,2,2009-11-19 02:45:00
Italy,Sweden,1,0,2009-11-18 20:50:00
Argentina,Peru,1,2,2009-11-18 20:45:00
Austria,Spain,1,5,2009-11-18 20:45:00
Germany,Cote d'Ivoire,2,2,2009-11-18 20:45:00
Netherlands,Paraguay,0,0,2009-11-18 20:45:00
Denmark,United States,3,1,2009-11-18 20:30:00
Malta,Bulgaria,1,4,2009-11-18 19:00:00
Montenegro,Belarus,1,0,2009-11-18 17:00:00
Poland,Canada,1,0,2009-11-18 17:00:00
Germany,Scotland,0,0,2009-11-18 16:59:00
Angola,Ghana,0,0,2009-11-18 16:30:00
Iraq,United Arab Emirates,1,0,2009-11-18 16:00:00
South Korea,Serbia,0,1,2009-11-18 15:30:00
Palestine,Tunisia,0,3,2009-11-18 15:00:00
Denmark,Serbia,1,3,2009-11-18 14:00:00
Azerbaijan,Czech Republic,2,0,2009-11-18 13:30:00
Romania,Germany,1,3,2009-11-18 13:00:00
Belgium,Qatar,2,0,2009-11-17 20:00:00
South Africa,Jamaica,0,0,2009-11-17 19:30:00
Austria,Italy,1,0,2009-11-17 19:00:00
Slovakia,Chile,1,2,2009-11-17 17:00:00
Oman,Brazil,0,2,2009-11-17 15:30:00
Romania,Poland,2,1,2009-11-17 13:00:00
United Arab Emirates,Czech Republic,1,0,2009-11-15 16:30:00
Iraq,Azerbaijan,1,0,2009-11-15 13:45:00
Honduras,Latvia,2,1,2009-11-15 00:30:00
Argentina,Latvia,2,1,2009-11-14 23:00:00
Italy,Netherlands,0,0,2009-11-14 20:50:00
Belgium,Hungary,3,0,2009-11-14 20:45:00
Spain,Argentina,2,1,2009-11-14 20:45:00
Denmark,South Korea,0,0,2009-11-14 20:00:00
Luxembourg,Iceland,1,1,2009-11-14 19:00:00
Northern Ireland,Serbia,0,1,2009-11-14 18:30:00
Brazil,England,1,0,2009-11-14 18:00:00
Switzerland,Norway,0,1,2009-11-14 17:45:00
Croatia,Liechtenstein,5,0,2009-11-14 17:30:00
Poland,Romania,0,1,2009-11-14 17:00:00
Slovakia,United States,1,0,2009-11-14 16:00:00
Wales,Scotland,3,0,2009-11-14 16:00:00
Saudi Arabia,Belarus,1,1,2009-11-14 15:30:00
Estonia,Albania,0,0,2009-11-14 15:00:00
South Africa,Japan,0,0,2009-11-14 14:30:00
France,Tunisia,1,1,2009-11-13 20:50:00
Paraguay,Qatar,0,2,2009-11-13 20:00:00
Denmark,Poland,0,1,2009-11-13 18:00:00
Saudi Arabia,Belarus,2,1,2009-11-13 15:40:00
Yemen,Tanzania,2,1,2009-11-11 11:00:00
Iran,Iceland,1,0,2009-11-10 15:30:00
Kuwait,China,2,2,2009-11-08 16:40:00
Yemen,Tanzania,1,1,2009-11-08 13:45:00
Thailand,Syria,1,1,2009-11-08 11:00:00
Bahrain,Togo,5,1,2009-11-06 16:00:00
Egypt,Tanzania,5,1,2009-11-05 18:30:00
Chile,Paraguay,2,1,2009-11-05 02:30:00
Singapore,Indonesia,3,1,2009-11-04 12:30:00
Kuwait,Kenya,5,0,2009-11-03 13:45:00
South Africa,Mozambique,0,1,2009-10-31 15:00:00
Mozambique,Zambia,0,2,2009-10-29 14:55:00
Kuwait,Syria,1,0,2009-10-26 17:15:00
Zimbabwe,Botswana,1,0,2009-10-26 15:30:00
South Africa,Angola,2,0,2009-10-26 13:30:00
Namibia,Zambia,0,1,2009-10-25 15:30:00
Malawi,Mozambique,0,1,2009-10-25 13:30:00
Vietnam,Singapore,2,2,2009-10-24 11:15:00
Turkmenistan,Singapore,2,4,2009-10-22 11:00:00
Seychelles,Botswana,0,2,2009-10-22 00:00:00
Mauritius,Lesotho,0,1,2009-10-21 12:00:00
Vietnam,Turkmenistan,1,0,2009-10-20 13:15:00
Seychelles,Comoros,1,2,2009-10-20 00:00:00
Angola,Cameroon,0,0,2009-10-14 21:30:00
Tunisia,Saudi Arabia,0,1,2009-10-14 19:05:00
Congo,Qatar,2,2,2009-10-14 17:00:00
United Arab Emirates,Jordan,3,1,2009-10-14 16:50:00
South Korea,Senegal,2,0,2009-10-14 13:00:00
Japan,Togo,5,0,2009-10-14 12:30:00
Iceland,South Africa,1,0,2009-10-13 20:10:00
Congo,North Korea,0,0,2009-10-13 20:00:00
Germany,Israel,0,0,2009-10-13 18:00:00
Denmark,Georgia,3,1,2009-10-13 14:00:00
Angola,Malta,2,1,2009-10-10 21:30:00
United Arab Emirates,Palestine,1,1,2009-10-10 17:00:00
Norway,South Africa,1,0,2009-10-10 16:00:00
Japan,Scotland,2,0,2009-10-10 12:20:00
Australia,Netherlands,0,0,2009-10-10 10:30:00
Germany,Slovenia,3,0,2009-10-09 20:15:00
Croatia,Qatar,3,2,2009-10-08 17:30:00
Kuwait,Libya,1,1,2009-10-05 17:00:00
Egypt,Mauritius,4,0,2009-10-02 15:00:00
Mexico,Colombia,1,2,2009-10-01 03:45:00
Argentina,Ghana,2,0,2009-10-01 02:00:00
China,Botswana,4,1,2009-09-30 13:30:00
South Africa,Madagascar,1,0,2009-09-19 15:30:00
Malaysia,Lesotho,5,0,2009-09-11 16:00:00
Angola,Cape Verde,1,1,2009-09-09 22:30:00
Iceland,Georgia,3,1,2009-09-09 21:30:00
Jordan,New Zealand,1,3,2009-09-09 21:00:00
Qatar,Oman,1,1,2009-09-09 19:30:00
China,Senegal,0,0,2009-09-09 16:00:00
Japan,Ghana,4,3,2009-09-09 12:00:00
Ireland,South Africa,1,0,2009-09-08 20:30:00
Jordan,Malaysia,0,0,2009-09-05 21:00:00
Germany,South Africa,2,0,2009-09-05 20:45:00
England,Slovenia,2,1,2009-09-05 18:30:00
Angola,Senegal,1,1,2009-09-05 16:00:00
Uzbekistan,Iran,0,0,2009-09-05 16:00:00
Netherlands,Japan,3,0,2009-09-05 14:00:00
South Korea,Australia,3,1,2009-09-05 13:00:00
Malta,Cape Verde,0,2,2009-09-04 20:30:00
Bahrain,Iran,4,2,2009-08-31 21:00:00
India,Syria,2,1,2009-08-31 15:00:00
Saudi Arabia,Malaysia,2,1,2009-08-30 21:30:00
India,Syria,0,1,2009-08-29 10:00:00
Sri Lanka,Kyrgyzstan,1,4,2009-08-27 10:00:00
Bahrain,Kenya,2,1,2009-08-26 21:00:00
India,Sri Lanka,3,1,2009-08-26 15:00:00
Syria,Lebanon,1,0,2009-08-26 10:00:00
Kyrgyzstan,Lebanon,1,1,2009-08-25 15:00:00
Syria,Sri Lanka,4,0,2009-08-24 15:00:00
India,Kyrgyzstan,2,1,2009-08-23 15:00:00
Sri Lanka,Lebanon,4,3,2009-08-22 15:00:00
Kyrgyzstan,Syria,0,2,2009-08-20 15:00:00
India,Lebanon,0,1,2009-08-19 15:00:00
Malaysia,China,0,0,2009-08-15 12:00:00
Ecuador,Jamaica,0,0,2009-08-13 03:10:00
Colombia,Venezuela,1,2,2009-08-13 01:00:00
Algeria,Uruguay,1,0,2009-08-12 21:30:00
Iceland,Slovakia,1,1,2009-08-12 21:00:00
Morocco,Congo,1,1,2009-08-12 21:00:00
Bosnia and Herzegovina,Iran,2,3,2009-08-12 20:45:00
Ghana,Zambia,4,1,2009-08-12 20:45:00
Netherlands,England,2,2,2009-08-12 20:45:00
Northern Ireland,Israel,1,1,2009-08-12 20:45:00
Switzerland,Italy,0,0,2009-08-12 20:45:00
Austria,Cameroon,0,2,2009-08-12 20:30:00
Congo,Senegal,1,2,2009-08-12 20:30:00
France,Poland,2,2,2009-08-12 20:30:00
Ireland,Australia,0,3,2009-08-12 20:30:00
Liechtenstein,Portugal,0,3,2009-08-12 20:30:00
Montenegro,Wales,2,1,2009-08-12 20:30:00
Poland,Greece,2,0,2009-08-12 20:30:00
Denmark,Chile,1,2,2009-08-12 20:15:00
Egypt,Guinea,3,3,2009-08-12 20:15:00
Tunisia,Cote d'Ivoire,0,0,2009-08-12 20:10:00
Hungary,Romania,0,1,2009-08-12 20:00:00
Luxembourg,Lithuania,0,1,2009-08-12 20:00:00
Malta,Georgia,2,0,2009-08-12 20:00:00
Sweden,Finland,1,0,2009-08-12 20:00:00
Togo,Angola,0,2,2009-08-12 20:00:00
Ukraine,Turkey,0,3,2009-08-12 20:00:00
Bulgaria,Latvia,1,0,2009-08-12 19:45:00
Estonia,Brazil,0,1,2009-08-12 19:15:00
Albania,Cyprus,6,1,2009-08-12 19:00:00
Mali,Burkina Faso,3,0,2009-08-12 19:00:00
South Africa,Serbia,1,3,2009-08-12 19:00:00
Czech Republic,Belgium,3,1,2009-08-12 17:20:00
Oman,Saudi Arabia,2,1,2009-08-12 17:15:00
Albania,Malta,1,2,2009-08-12 17:00:00
Armenia,Moldova,1,4,2009-08-12 17:00:00
Russia,Argentina,2,3,2009-08-12 17:00:00
Belgium,Finland,0,0,2009-08-12 16:00:00
Malaysia,Kenya,0,0,2009-08-12 15:45:00
Russia,Italy,3,2,2009-08-12 15:00:00
Ukraine,Turkey,1,0,2009-08-12 15:00:00
Germany,Iran,1,0,2009-08-12 14:00:00
Singapore,China,1,1,2009-08-12 13:30:00
Denmark,Sweden,2,4,2009-08-12 13:00:00
South Korea,Paraguay,1,0,2009-08-12 13:00:00
Germany,Turkey,1,3,2009-08-11 19:30:00
Luxembourg,Azerbaijan,2,1,2009-08-11 19:30:00
Netherlands,England,0,0,2009-08-11 19:30:00
Portugal,Northern Ireland,2,1,2009-08-11 19:15:00
Slovenia,Bosnia and Herzegovina,2,0,2009-08-11 19:00:00
Serbia,Israel,1,0,2009-08-11 17:30:00
Bulgaria,Ghana,1,2,2009-08-11 17:00:00
Benin,Gabon,1,1,2009-08-11 16:00:00
Ukraine,Iran,2,1,2009-08-11 16:00:00
Colombia,El Salvador,2,1,2009-08-08 04:15:00
Bulgaria,South Africa,0,0,2009-07-26 18:00:00
China,Kyrgyzstan,3,0,2009-07-25 13:35:00
Bulgaria,Georgia,2,1,2009-07-24 18:00:00
China,Palestine,3,1,2009-07-18 14:00:00
Thailand,Pakistan,4,0,2009-07-18 13:15:00
Thailand,Pakistan,2,0,2009-07-14 12:00:00
Malaysia,Zimbabwe,1,0,2009-07-14 11:30:00
Iraq,Palestine,4,0,2009-07-13 18:30:00
Saint Kitts and Nevis,Trinidad and Tobago,2,3,2009-07-13 01:00:00
Malaysia,Zimbabwe,4,0,2009-07-12 00:00:00
Iraq,Palestine,3,0,2009-07-10 18:30:00
Guatemala,Canada,0,3,2009-07-01 00:30:00
Mexico,Guatemala,0,0,2009-06-29 02:00:00
Panama,Honduras,0,2,2009-06-29 00:00:00
Costa Rica,Venezuela,1,0,2009-06-28 04:00:00
Haiti,Syria,1,2,2009-06-27 21:30:00
Mexico,Venezuela,4,0,2009-06-25 01:30:00
Haiti,Panama,1,1,2009-06-19 23:00:00
Cote d'Ivoire,Cameroon,2,1,2009-06-13 19:00:00
Italy,New Zealand,4,3,2009-06-10 20:50:00
Estonia,Portugal,0,0,2009-06-10 20:30:00
Albania,Georgia,1,1,2009-06-10 19:00:00
Belarus,Moldova,2,2,2009-06-10 18:00:00
Albania,Georgia,1,0,2009-06-10 16:10:00
Sweden,Estonia,2,1,2009-06-09 19:00:00
Azerbaijan,Spain,0,6,2009-06-09 18:00:00
Denmark,Italy,0,4,2009-06-09 18:00:00
Iraq,Poland,1,1,2009-06-09 17:15:00
Belarus,Moldova,2,2,2009-06-09 17:00:00
Bosnia and Herzegovina,Oman,2,1,2009-06-09 17:00:00
England,Azerbaijan,7,0,2009-06-08 20:30:00
Jamaica,Panama,3,2,2009-06-08 01:00:00
Italy,Northern Ireland,3,0,2009-06-06 20:50:00
Estonia,Equatorial Guinea,3,0,2009-06-06 18:00:00
Georgia,Moldova,1,2,2009-06-06 18:00:00
Namibia,Congo,4,0,2009-06-06 16:00:00
Botswana,New Zealand,0,0,2009-06-06 15:30:00
South Africa,Poland,1,0,2009-06-06 15:00:00
Finland,Belarus,1,0,2009-06-06 13:00:00
France,Turkey,1,0,2009-06-05 21:00:00
Sweden,Poland,2,1,2009-06-05 18:15:00
Estonia,Norway,1,1,2009-06-05 18:00:00
Czech Republic,Malta,1,0,2009-06-05 17:20:00
Syria,Sierra Leone,6,0,2009-06-05 17:00:00
Georgia,Moldova,1,0,2009-06-05 15:30:00
Denmark,Iceland,3,2,2009-06-05 14:30:00
China,Saudi Arabia,1,4,2009-06-04 12:05:00
Liechtenstein,Bosnia and Herzegovina,0,1,2009-06-03 19:00:00
Turkey,Azerbaijan,2,0,2009-06-03 19:00:00
Bahrain,Jordan,4,0,2009-06-03 18:00:00
Bulgaria,Austria,0,1,2009-06-03 17:00:00
Tanzania,New Zealand,2,1,2009-06-03 15:00:00
France,Nigeria,0,1,2009-06-02 21:00:00
United Arab Emirates,Germany,2,7,2009-06-02 20:00:00
Turkey,Azerbaijan,2,0,2009-06-02 19:00:00
Oman,South Korea,0,0,2009-06-02 17:30:00
Uzbekistan,Bosnia and Herzegovina,0,0,2009-06-01 16:05:00
China,Iran,1,0,2009-06-01 13:35:00
Qatar,Iraq,1,0,2009-05-31 21:00:00
Kuwait,Vietnam,0,1,2009-05-31 19:30:00
Ghana,Uganda,2,0,2009-05-31 17:00:00
Japan,Belgium,4,0,2009-05-31 12:20:00
Jamaica,El Salvador,0,0,2009-05-31 01:15:00
Cyprus,Canada,0,1,2009-05-30 19:00:00
Oman,Egypt,0,1,2009-05-30 18:00:00
Ireland,Nigeria,1,1,2009-05-29 21:00:00
Wales,Estonia,1,0,2009-05-29 20:30:00
China,Germany,1,1,2009-05-29 14:00:00
Chile,Belgium,1,1,2009-05-29 12:00:00
Tunisia,Sudan,4,0,2009-05-28 20:10:00
Ecuador,El Salvador,1,3,2009-05-28 05:00:00
Japan,Chile,4,0,2009-05-27 12:35:00
Qatar,Saudi Arabia,2,1,2009-05-26 18:00:00
Iran,Indonesia,5,0,2009-05-26 17:00:00
Malawi,Lesotho,1,0,2009-05-24 12:00:00
Jamaica,Haiti,2,2,2009-05-24 02:30:00
Argentina,Panama,3,1,2009-05-21 00:00:00
Venezuela,Costa Rica,1,1,2009-05-14 02:30:00
Turkmenistan,Philippines,5,0,2009-04-18 13:00:00
Angola,Namibia,0,0,2009-04-04 17:30:00
Serbia,Sweden,2,0,2009-04-01 20:15:00
Norway,Finland,3,2,2009-04-01 19:00:00
Finland,Latvia,1,2,2009-04-01 17:30:00
Serbia,Romania,1,1,2009-04-01 15:30:00
Lebanon,Namibia,1,1,2009-04-01 15:00:00
Lesotho,Botswana,0,0,2009-04-01 15:00:00
Iran,Senegal,1,1,2009-04-01 14:30:00
Georgia,Belarus,0,1,2009-04-01 13:00:00
Panama,Haiti,4,0,2009-04-01 03:30:00
England,France,0,2,2009-03-31 21:00:00
Angola,Morocco,0,2,2009-03-31 20:45:00
Netherlands,Italy,1,1,2009-03-31 20:45:00
South Africa,Portugal,0,2,2009-03-31 20:45:00
Northern Ireland,Ukraine,1,1,2009-03-31 20:30:00
Germany,Belarus,1,1,2009-03-31 19:00:00
Spain,Sweden,0,0,2009-03-31 18:45:00
Austria,Switzerland,1,2,2009-03-31 18:00:00
England,Slovakia,4,0,2009-03-28 18:15:00
Belarus,Lithuania,4,1,2009-03-28 16:00:00
Sri Lanka,Maldives,1,1,2009-03-28 15:00:00
South Africa,Norway,2,1,2009-03-28 14:00:00
Thailand,New Zealand,3,1,2009-03-28 12:30:00
Oman,Senegal,2,0,2009-03-28 12:00:00
South Korea,Iraq,2,1,2009-03-28 11:00:00
Ireland,Spain,2,1,2009-03-27 20:45:00
Germany,Netherlands,0,4,2009-03-27 20:30:00
Norway,England,0,5,2009-03-27 18:30:00
Finland,Sweden,1,0,2009-03-27 18:15:00
France,Estonia,3,0,2009-03-27 18:15:00
Croatia,Montenegro,1,1,2009-03-27 17:00:00
Egypt,Czech Republic,0,0,2009-03-27 16:00:00
Serbia,Ukraine,0,0,2009-03-27 15:30:00
Cyprus,Georgia,1,1,2009-03-27 14:30:00
Latvia,Poland,2,2,2009-03-27 14:00:00
Turkey,Denmark,2,0,2009-03-26 14:30:00
Austria,Italy,2,2,2009-03-25 18:00:00
Angola,Cape Verde,0,1,2009-03-25 14:45:00
Kuwait,Iran,0,1,2009-03-23 17:30:00
Saudi Arabia,Iraq,0,0,2009-03-22 18:30:00
Uganda,Malawi,2,1,2009-03-22 13:00:00
Syria,Qatar,1,2,2009-03-21 17:15:00
Namibia,Botswana,0,0,2009-03-21 12:00:00
Uganda,Malawi,2,1,2009-03-21 12:00:00
Trinidad and Tobago,Panama,1,0,2009-03-19 00:00:00
Qatar,Kuwait,1,0,2009-03-17 15:00:00
Iran,Kenya,1,0,2009-03-14 00:00:00
Mexico,Bolivia,5,1,2009-03-12 02:00:00
Libya,Senegal,1,0,2009-02-18 14:00:00
Norway,Liechtenstein,2,0,2009-02-13 18:00:00
Colombia,Haiti,2,0,2009-02-12 02:00:00
Venezuela,Guatemala,2,1,2009-02-12 01:45:00
Peru,Paraguay,0,1,2009-02-12 01:00:00
Spain,England,2,0,2009-02-11 22:00:00
Portugal,Finland,1,0,2009-02-11 21:45:00
France,Argentina,0,2,2009-02-11 21:00:00
Italy,Sweden,1,1,2009-02-11 21:00:00
Belgium,Slovenia,2,0,2009-02-11 20:45:00
Nigeria,Jamaica,0,0,2009-02-11 20:45:00
Austria,Sweden,0,2,2009-02-11 20:30:00
Germany,Norway,0,1,2009-02-11 20:30:00
Switzerland,Bulgaria,1,1,2009-02-11 20:30:00
Tunisia,Netherlands,1,1,2009-02-11 20:30:00
Greece,Denmark,1,1,2009-02-11 20:15:00
Morocco,Czech Republic,0,0,2009-02-11 20:00:00
Romania,Croatia,1,2,2009-02-11 19:45:00
South Africa,Chile,0,2,2009-02-11 19:30:00
Turkey,Cote d'Ivoire,1,1,2009-02-11 19:30:00
Cameroon,Guinea,3,1,2009-02-11 19:00:00
Burkina Faso,Togo,1,1,2009-02-11 18:30:00
Lithuania,Andorra,3,1,2009-02-11 18:15:00
Wales,Poland,0,1,2009-02-11 18:15:00
Egypt,Ghana,2,2,2009-02-11 18:10:00
Cyprus,Slovakia,3,2,2009-02-11 18:00:00
Estonia,Kazakhstan,0,2,2009-02-11 18:00:00
Israel,Hungary,1,0,2009-02-11 18:00:00
Kuwait,Azerbaijan,1,1,2009-02-11 18:00:00
Serbia,Ukraine,0,1,2009-02-11 18:00:00
Tunisia,France,1,1,2009-02-11 17:45:00
Algeria,Benin,2,1,2009-02-11 17:30:00
Angola,Mali,0,4,2009-02-11 16:00:00
Iceland,Liechtenstein,2,0,2009-02-11 16:00:00
Israel,Moldova,4,1,2009-02-11 16:00:00
Slovenia,Romania,3,1,2009-02-11 16:00:00
Libya,Uruguay,2,3,2009-02-11 15:40:00
Cyprus,Serbia,0,2,2009-02-11 14:00:00
Latvia,Armenia,0,0,2009-02-11 14:00:00
Mozambique,Malawi,2,0,2009-02-11 14:00:00
Finland,Estonia,2,1,2009-02-11 13:00:00
Ecuador,England,3,2,2009-02-10 21:00:00
Brazil,Italy,2,0,2009-02-10 20:45:00
Ireland,Germany,1,1,2009-02-10 20:30:00
Spain,Norway,1,1,2009-02-10 20:15:00
Turkey,Ukraine,1,2,2009-02-10 19:30:00
Portugal,Switzerland,3,1,2009-02-10 19:20:00
Malta,Denmark,0,1,2009-02-10 19:00:00
Cyprus,Serbia,0,2,2009-02-10 18:00:00
Turkey,Ukraine,2,2,2009-02-10 11:00:00
Lithuania,Poland,1,1,2009-02-07 20:20:00
El Salvador,Peru,1,0,2009-02-07 05:00:00
Saudi Arabia,Thailand,2,1,2009-02-05 07:00:00
Bahrain,South Korea,2,2,2009-02-04 15:15:00
Japan,Finland,5,1,2009-02-04 11:20:00
Costa Rica,Panama,0,0,2009-02-02 01:00:00
Honduras,El Salvador,1,0,2009-02-01 22:30:00
Syria,South Korea,1,1,2009-02-01 15:00:00
Uzbekistan,Azerbaijan,1,1,2009-02-01 14:00:00
Cote d'Ivoire,Burkina Faso,3,0,2009-02-01 11:20:00
Honduras,Panama,0,1,2009-01-31 03:00:00
Costa Rica,El Salvador,3,0,2009-01-30 23:55:00
Nicaragua,Guatemala,2,0,2009-01-30 02:30:00
Mexico,Sweden,0,1,2009-01-29 04:40:00
Panama,Guatemala,1,0,2009-01-28 02:30:00
South Africa,Zambia,1,0,2009-01-27 19:30:00
Honduras,El Salvador,2,0,2009-01-27 02:30:00
Nicaragua,Belize,1,1,2009-01-27 00:00:00
Guatemala,Costa Rica,1,3,2009-01-26 01:00:00
United States,Sweden,3,2,2009-01-25 02:30:00
Honduras,Nicaragua,4,1,2009-01-25 00:30:00
Belize,El Salvador,1,4,2009-01-24 22:00:00
Costa Rica,Panama,3,0,2009-01-24 02:30:00
Egypt,Kenya,1,0,2009-01-23 18:00:00
Kuwait,Syria,2,3,2009-01-23 16:00:00
Denmark,Thailand,7,2,2009-01-23 13:00:00
North Korea,Lebanon,0,1,2009-01-23 10:00:00
Honduras,Belize,2,1,2009-01-23 02:30:00
El Salvador,Nicaragua,1,1,2009-01-23 00:00:00
Thailand,Lebanon,2,1,2009-01-21 12:00:00
North Korea,Denmark,0,1,2009-01-21 11:15:00
Kuwait,Turkmenistan,2,0,2009-01-20 16:00:00
Honduras,Chile,2,0,2009-01-19 01:05:00
Turkmenistan,Syria,1,5,2009-01-18 17:00:00
Guatemala,Haiti,1,0,2009-01-17 23:00:00
Hong Kong,India,2,1,2009-01-14 13:00:00
Uganda,Kenya,1,0,2009-01-13 17:00:00
Tanzania,Burundi,3,2,2009-01-13 14:00:00
Uganda,Burundi,5,0,2009-01-11 14:00:00
Kenya,Tanzania,2,1,2009-01-11 11:30:00
Iran,China,3,1,2009-01-09 12:30:00
Uganda,Tanzania,2,1,2009-01-09 11:30:00
Burundi,Kenya,0,1,2009-01-08 11:30:00
Sudan,Eritrea,2,0,2009-01-08 11:00:00
Tanzania,Rwanda,2,0,2009-01-07 11:30:00
Uganda,Somalia,4,0,2009-01-07 11:30:00
Kenya,Djibouti,5,1,2009-01-06 11:30:00
Sudan,Burundi,0,1,2009-01-06 11:30:00
Rwanda,Somalia,3,0,2009-01-05 11:30:00
Burundi,Eritrea,1,1,2009-01-04 11:30:00
Djibouti,Sudan,1,1,2009-01-04 11:30:00
Somalia,Tanzania,1,0,2009-01-03 11:30:00
Kenya,Eritrea,0,0,2009-01-02 14:00:00
Burundi,Djibouti,4,0,2009-01-02 11:30:00
Uganda,Rwanda,4,0,2009-01-01 17:30:00
Qatar,North Korea,0,1,2010-12-31 16:00:00
Kuwait,Zambia,4,0,2010-12-31 14:30:00
Bahrain,Saudi Arabia,0,1,2010-12-31 14:00:00
Syria,South Korea,0,1,2010-12-30 10:50:00
Saudi Arabia,Iraq,0,1,2010-12-28 17:45:00
Bahrain,Jordan,2,1,2010-12-28 16:45:00
Qatar,Iran,0,0,2010-12-28 16:45:00
Kuwait,North Korea,2,2,2010-12-27 14:30:00
Kuwait,North Korea,2,1,2010-12-24 14:30:00
Qatar,Estonia,2,0,2010-12-22 14:00:00
Syria,Iraq,0,1,2010-12-22 13:30:00
Honduras,Panama,2,1,2010-12-19 02:30:00
Iraq,Syria,0,1,2010-12-18 12:30:00
China,Estonia,3,0,2010-12-18 08:00:00
Qatar,Egypt,2,1,2010-12-16 16:00:00
Tanzania,Cote d'Ivoire,1,0,2010-12-12 13:40:00
Ethiopia,Uganda,3,4,2010-12-12 11:30:00
Poland,Bosnia and Herzegovina,2,2,2010-12-10 20:30:00
Ethiopia,Cote d'Ivoire,0,1,2010-12-10 13:00:00
Uganda,Tanzania,0,0,2010-12-10 13:00:00
Tanzania,Rwanda,1,0,2010-12-08 14:00:00
Cote d'Ivoire,Malawi,1,0,2010-12-07 14:00:00
Zambia,Ethiopia,1,2,2010-12-07 14:00:00
Uganda,Kenya,2,0,2010-12-05 14:00:00
Cote d'Ivoire,Sudan,3,0,2010-12-05 12:00:00
Malawi,Ethiopia,1,1,2010-12-04 12:00:00
Tanzania,Burundi,2,0,2010-12-04 12:00:00
Somalia,Zambia,0,6,2010-12-03 12:00:00
Kenya,Ethiopia,1,2,2010-12-02 14:00:00
